#' Puget Sound Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1996, 2795, 0.96
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1997, 2041, 0.94
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1998, 2485, 0.97
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1999, 2700, 0.97
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2000, 1800, 0.97
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2001, 1494, 0.96
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2002, 1244, 0.89
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2003, 1706, 0.98
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2004, 2440, 0.98
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2005, -99, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2006, -99, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2007, 1452, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2008, 833, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2009, 304, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2010, 423, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2011, 855, -99
