"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1978","703","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1979","122","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1980","23","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1981","164","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1982","104","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1983","86","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1984","156","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1985","281","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1986","263","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1987","390","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1988","565","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1989","115","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1990","148","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1991","104","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1992","169","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1993","328","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1994","13","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1995","0","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1996","26","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1997","161","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1998","229","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","1999","0","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2000","94","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2001","508","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2002","484","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2003","872","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2004","94","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2005","65","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Middle Fork Salmon","78","Marsh Creek","Marsh Ck.","4.8","","Marsh Creek","2006","125","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1957-2019). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringmethods.org/Protocol/Details/159. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Idaho Department of Fish and Game","",""
