Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1985,928,0.95,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1986,711,0.94,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1987,1198,0.86,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1988,898,0.76,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1989,513,0.91,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1990,486,0.89,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1991,299,0.8,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1992,525,0.73,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1993,165,0.7,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1994,284,0.73,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1995,249,0.67,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1996,154,0.7,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1997,417,0.75,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1998,644,0.57,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1999,451,0.64,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2000,661,0.71,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2001,920,0.83,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2002,1237,0.77,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
